formula,target
Na3Nd5Cl18,0
Ti5As3,1
Sm7V(Se2O)4,0
Y3Pb4F17,0
InGaO3,0
V8Ni2O15,1
Mn8O13F3,1
K2SrB8(HO)28,0
Cs2Mo3P3O17,0
Na3Al2Sn2P5SO24,0
FeP2H24C8S4NClO4,0
Tb2Ga3Fe,1
Mg7Si4,1
Ba2BN2Cl,0
ErCuAs2,1
TbGe3Rh5,1
Ca10Al2Cu19,1
Er3Ga8Au3,1
Mg6BCO8,0
Mg5MnN4,1
AlBiCl6,0
Cu3S2,1
AlC8BrO5,1
SmGa3Pd,1
Sr2HfMgCrO6,0
Eu(FeP)2,1
HoB2C,1
Li4Ni3TeO8,0
SrMgMoO3,1
KLa2Ag3Te8,1
K3Lu(BO3)2,0
LiFe2(PO4)2,0
PH9C2NO3F,0
Er4Ga16Co3,1
YMg14TiO16,1
Bi16Pt11I6,1
Al2NiO4,0
Fe2H6(SO5)3,0
NdCrTeO6,0
Pr(Sb3Os)4,1
LiHgPd2,1
Ba8B5N10F,0
Sb6S2O15,0
Eu2MgPtO6,1
NpIO5,0
Li3TiS3,1
NaCaNbP2SO12,0
CaH8(ClO2)2,0
Ca4Al3CrSiBO14,0
NaHoTi2O6,0
Sb8Cl2O11,0
ScNb,1
Ti(GaO2)4,0
KTi3AlO8,0
BeGaO3,1
DyGaGe2O7,0
RbMg6GaO8,1
Sr2VN3,0
Hf5CuSb3,1
Si2Ni3,1
TiFe3Bi3PbO12,0
TaOsSe4,1
Ta3Pd,1
Li4Nb2V3Co3O16,0
Na6Sc3TaSi2(PO6)4,0
Cu6Hg3(SbS3)4,0
K2AgAuCl6,1
Na5CoO4,0
Cs2Ba2(CO3)3,0
DyBO3,0
K2RbPrBr6,0
PbCN2,0
Li2La2Ti3O10,0
LiCa2Zn,1
Ba2SnS3F2,0
CoH14C2N10(ClO3)2,0
CsLiN2,1
PrMg(NiO3)4,1
Pd(N3O7)2,0
TaMnOs2,1
CuOsN2,1
HfNCl,0
W5I16,0
Rb3Sc2Si4(O2F)5,0
TiTc2Mo,1
CuH6BrN2,0
LiZnFeO3,0
La3(TaN3)2,1
Rb5HfFe(MoO4)6,0
YAl(SO4)3,0
Li3Cr4P2O8F9,0
Na2Te3Mo3O16,0
CsMg14Al,1
ThZn4,1
AlP3(HO2)6,0
K3GaI6,0
CaU2V2O17,0
Zr2CoRh,1
Ti7Al2O15,1
La2SbO2,1
SiH18C4N8(O2F3)2,0
Rb3IrCl6O,1
Na4Zr2(GeO4)3,0
CaPdAu2,0
Zr3Ge6N11,1
CuIrBr,1
HfSiGe(SO6)2,0
Co(SiP)3,0
KSnSO4F,0
ScCo2Ge,1
K2NaInF6,0
Ba3Al2O12,0
TaVB4,1
FeCu(RhS2)4,1
Cs3CoF6,0
HoWClO4,0
Ca7MgFeCo7O24,1
Fe4Si(CO)16,0
PrNi,1
MgB2,1
NbTeCl9,0
U4Fe,1
Pr(SiAg)2,1
YHoRh2,1
HoH2ClO2,0
Sc2(Al3Co)3,1
La3ScBeS7,0
CaSnRh2,1
Mg6NbCO8,1
CdSi3PH27C9I2,0
TiAlCu,1
Li4Ni7(OF7)2,0
SrMg14Mn,1
Na9Ni11O20,1
K2CuCl4,1
Ni4IrN4,1
EuMgCd2,1
NaMg30CO32,0
Na9CaTa9TiO30,0
ErTe,1
SrBrF,0
InSiPt5,1
Ba(Cr5S8)2,1
Tb2(MoO4)3,0
TaTl(PO4)2,0
BaAsH3O5,0
Ca2GaPt2,1
NF,0
BaCu(SeO3)2,1
CsK2InF6,0
Ba8Y4Cu(WO8)3,0
Nd3AlC,1
CoH14N5O9,0
K2Mn2(SO4)3,0
La6Si7Br3,1
Li2VO3,0
Tl2O,0
Ti5Bi4(PbO9)2,0
Li2Cr2FeO6,1
Na12TaZn5(PO4)9,0
NaCd2Rh,1
Rb3P6N11,0
MnTl2P4(HO2)8,0
CrCd3Te4,1
U2Mn3Si5,1
Ba5Er8Ni4O21,0
ZrH6O3F4,0
KTiSi3O11,0
SbPC3S3N3Cl3O,0
Li3Fe2(SiO4)2,0
Pr23Cd4Pt7,1
Nd2MnCrO6,0
Sc7NiBr12,0
DyInCu2,1
MnAl2Co,1
Li8Pr7Ge10,1
Nd2Ru2O7,1
SrNd(NiO3)4,1
KZn13,1
Na7Zn3GeP5SO24,0
PtPb,1
NaEuHfFeO6,1
Tl2SnCl6,0
Pr2ZnIr,1
Mg5Tl2,1
K2NaAsBr6,0
KZrGeBiO6,0
K3NaHf2(SiO4)3,0
Mn3Mo3C,1
Rb2U3(O5F4)2,0
Ca6Pb2SeN,1
SrPmPt2,1
MgMn4(OF)4,0
Hf4Co4Ge7,1
Na3La2Sc2P3(SO8)3,0
Mn2Se3(NO6)2,0
K6MnTe4,0
Sr(GeRu)2,1
TiHgO3,1
LiSi2BiO6,0
Na3Sm9B8O27,0
Na3NO4,0
LaAuO2,0
Ba5Si(Br3O2)2,0
La3Sn4,1
Ho3(GeRh)2,1
Li2TlCd,1
LiBeSb,0
Zn74Pd21,1
Na2Ca2Si3Ge6(S3O16)3,0
Mn2Au,1
Cs2Co2(MoO4)3,0
Cs2RbGdCl6,0
VH10N2(OF2)2,0
ScNbN,1
K5Sc3F14,0
Gd4B3C4,1
NaMnTe2,1
Li2CdGe,1
RbMg(BrO2)3,1
Pr3IrO7,1
La2Ni2O5,0
Ac3La,1
Hg6S4IBr2Cl,0
SmTiVFe10,1
TbB7Mo3,1
K3Nb6SBr17,0
PH8N3O2,0
Na6SbO5,1
TbTiFe11N,1
Li3PrBi2,1
SrCu4Ag,1
CaTi5O7,1
H8C2SeS2(BrN2)2,0
SrMg14Co,1
Li3Nd2(BO3)3,0
Sr2YAlSn2O7,0
Ca(C2N3)2,0
Ba2CrN3,1
Co2NiS4,1
U3(Al3Ru)4,1
HoSnAu2,1
Np3In,1
La4Se7S,0
Ta3AlSi3(SO8)3,0
MgFe2(SO5)2,0
KCa3,1
Lu2CoB6,1
EuSb2,1
K2ReF8,0
LiZn(HCl)3,0
LiVS3,0
Mn3AlN,1
ErPu3,1
NdLu3,1
Ce2Fe12P7,1
V2H6C8N2O13,0
MnV4NiO12,0
CN3Cl,0
Na6Zr4Zn4Si3(S3O16)3,0
Na3YCl6,0
RbNa2B6ClO10,0
Sr5(Br4Cl)2,0
P2PbAu2,1
TiFeSb,1
AgH9O5,0
Na2MgFe4O7,0
CsTaCo(OF2)2,0
Mg2GaW3S8,0
VBC,1
KTiO3,1
YPd3,1
KSmS2O9,0
La(AlGa)2,1
TiGeSb,1
DyThFe14B,1
LiMg14Cd,1
NaMo3O11,0
Si3Bi2O9,0
Sr2Cu(BrO)2,1
LiFe5O3F5,0
HoCo3B2,1
Li7OsO6,0
CeInPd,1
Dy3Ni13B2,1
Y8Cu3(GeSe7)3,1
NpRh3,1
LiZrRh2,1
Na5P3H48C4N(O9F)3,0
Ba3LuIrRuO9,1
La(NO3)3,0
ZrCrTc2,1
Ca2(ZnSn2)3,1
TaTe2,1
NdNiAs,1
Ag(BiSe2)3,1
Sr2La2Cr3MoO12,0
CaTiBiO5,1
K2SrVB5O12,0
Ba2NdMgBiO6,0
Cr3Cu2SbS8,1
C3F5,0
Cd3(GaN2)2,0
CdGa2(SeS)2,0
Rb2Np2O5,1
Nb3B3C,1
SrTl3O5,1
PrZn(FeO3)2,1
MgMn2(CoO4)2,0
NbPd4,1
Cs2P2Pd,0
Eu(MnP)2,1
Na2CrFeF7,0
Zn2CoSbO6,0
Li5Cu3(TeO5)2,1
CsAlH4(OF2)2,0
Th2ZrUO8,1
La2AgS2O,1
SmBiTe3,0
Ca2CdRh,1
LaCeRh4,1
Li2V3TeO8,1
PIr2,1
Te2AuCl,1
DyMnGa,1
TeC4S4N8(ClO)2,0
GaPd,1
NaHf2VF11,0
ErB2Rh3,1
Na12Ca5Nb(PO4)9,0
ZrInCo2,1
Cs2PbO3,0
Cr3Sn2Sb3O16,0
RbLa(ClO)4,0
Al4Re12B,0
As3Ir,0
PrThUS5,1
Mg2ZnSb2,1
MgGaRh2,1
SmIn2Rh,1
Ca4MgB4(CO9)2,1
U5O11,1
Na6Zn3As4H6O19,0
Ca3Eu,1
Nd2Co17N2,1
ZnPPd5,1
Sc2Ni12P7,1
Sr3Ti3N5,1
CaPmAu2,1
Cs2RhF6,1
K2NaScF6,0
Tm2CuTe2(SO7)2,0
CeSc3(BO3)4,0
La2NiIrO6,1
K3(FeO2)2,1
Sr2NbGaO6,0
InGa5As4,1
SrCa2I6,0
TmTa3,1
Gd4MgRu,1
Ho2B4C,1
Al2PH3O7,0
CsY,1
NbFeO4,0
Na3ScSi3Sn3(SO8)3,0
SrHg2(ClO)2,0
Eu3SbO7,1
GaH5(NF)2,0
Zn2Cr5(PO4)6,0
ErFeC2,1
Lu3O2F5,0
Rb(CrS2)2,1
Ta4Co2C,1
Fe3B11HO20,0
SrMg30SnO32,0
Dy3Mn3Ga2Si,1
YB2Ru3,1
SrHfS3,0
Sc11Ir4,1
NaGaSiSn(SO6)2,0
Li3Nb6O11,1
BaCu2Si2O7,1
AgSbN2,0
NaCaNb3(PO4)6,0
Rb2MgCu4H5(SO5)4,1
Ce2CdSb4,1
CuSnPd2,1
HfMg6CoO8,1
MnV2HPb2O9,0
CeZn5,1
Ti4ZnO8,1
NaB5PbO9,0
Sr2GdRuO6,1
EuTa2O6,1
Na3ZrF7,0
LaNO5,1
YV2BiO8,0
NdInPd,1
LiVPHO5,0
B2F3,0
Ce2PbSe4,1
H16PdC4S4(N5O3)2,0
DyB4Rh,1
LiPr2Ru,1
SrMgNiO3,0
SrPr2O4,0
K4CdAs2,0
SrAsO4,0
AlCrNi,1
Na3Mg(CuO2)2,1
Be2NiH20N2(O3F4)2,0
Rb3Ge7HO20,0
Ba(TlHg)2,1
Na13Ni11O24,1
BaNdEuSbO6,0
Nb6V2(CS2)3,1
NaMg(Cu3O4)2,1
CrCuSnS4,1
NaAs4BrO6,0
K2Na2Mo3WO10,0
BaSrHfZrO6,0
Mg2PbW,1
SiH6(NF2)2,0
Li8Nb2O9,0
YMg14SnO16,1
InPt3,1
EuUO3,1
MgZr4(PO4)6,0
K2NdAgBr6,0
KLi2Sb(PO4)2,0
KYMg6O8,0
Na10Zr4In4Si7S5O48,0
Cs2O2,1
Ce3As2ClO7,1
Na4Sr(Ge2O5)3,0
Y5(SiSb)2,1
TbInAg2,1
Ca8Ti2Mn6O23,1
Na3TlH24(ClO2)6,0
CsAg2(B5O8)3,0
Li9Ti5(SiO8)2,1
Pr(Al10Cr)2,1
Ba19Li44,1
ZnInGaO4,0
AlSbI6,0
AlVP2CNO9,0
CeFeCu,1
BaCaTi4O12,1
SbPdO3,1
VFe3Co2(PO4)6,1
Cs2ThCl6,0
Na2U2FeH8(C3O7)4,0
Ta3Co8Si,1
InH24C6(Br2N)3,0
Ca2IrO4,1
NaPrZrNbO6,1
Mg2AgIr,1
Ti2AlCr,1
Cr3NiP4,1
Zn61Pd8,1
Sm2CuTe2(SO7)2,0
Ba2IrN3,1
Sc2InNi2,1
VSeO4,0
KSrEuSeO6,1
CaAl3PSO14,1
B8Ru11,1
NbSn3,1
Pr2MoC2,1
Na4Pt,1
Tm6MgWO12,0
Zn2CoCu,0
Na11B21(BrO18)2,0
KHfZrBiO6,0
NaCdAs,1
Na7Al3ZnSi3(SO8)3,0
H12C2S(NO2)2,0
Cs2CuAsCl6,0
CsFeBr4,0
USnPt2,1
Nd3In5,1
SiBAu,1
V5Sb4,1
EuMg2H5,1
Ca4Cd3Au,1
Gd4NiB13,1
KH2SNO3,0
Cs2U6Pd4S17,1
LuB2Ir3,1
InCu(WO4)2,0
Sr7Ag3,1
LuScO3,0
Ho5Si3C,1
VInPt,1
Ba3B(BrO)3,0
TmNiP,1
FeCuO2,1
TePdSe,1
Sb(WO3)5,1
KRhO3,1
Ba3MgCr2O8,0
SmBe13,1
LaBr3O7,0
NdBiPd,0
Cs3TbCl6,0
VFe4,1
CePrAl4,1
Cs2RbBiBr6,0
HfP2O7,0
Te7(OF5)6,0
ZrCuHg2,1
Sr3MgCr2S2O5,0
KNbF6,0
CaNdZrCrO6,0
GdPbAu,1
V3Fe2CuO12,0
Pu(Mo3Se4)2,1
Cd3BPO7,0
Ho2Ga3(Fe7C)2,1
Mg6ZrCo,1
Tb3Ga8Ir3,1
Hf2Ta2Si3(SO8)3,0
ZrCoP,1
RbNb(BO3)2,0
Li4Cr5WO12,0
Ca9La5Br33,0
Y2GaPd,1
Cs2GaFeS4,0
Na3CuBPO7,1
MnSnF6,0
HfMg14Ti,1
Dy2Co3Si5,1
KMnO4,0
Ho(ZnP)3,0
NaNd(GaSe2)4,0
La3TiGa5O14,0
La3TaSiS5O24,0
TiAsRh,1
Mo4Ru,1
LiTl4(NiO3)4,0
LiY2Pt,1
PH8N2O3F,0
Sb2TeSeF10,0
YMnGaO5,0
Ba3GaN3,0
La2Mg(FeO3)2,0
Sc2BC2,1
HfAlRh,1
KLaTbBiO6,0
H28Pt2Br5N9O2,0
Sr2LiN,1
Mn6ZnSnC2,1
Sc57Rh13,1
Ti5Pb5O14,0
V2Cu(PO4)3,0
Lu5Ga3,1
CaH6(C2O3)2,0
La4Mg(Cu2O5)2,1
Co5BiO12,1
Ti2SiC,1
Ba2DyMoO6,1
Zn3Fe4(WO4)6,0
NaCo3As3(HO6)2,1
Mg4Nb2O9,0
AlCu3PbSe4,0
As3(HO2)5,0
LaLuC3,1
NaLiLu2F8,0
Mg14GaFe,1
Na(V3S4)2,1
U(MnSi)2,1
MgMn4Cr2O12,0
Sr2Ce2YCoCu2O11,0
CsTa(PO4)2,0
CoReGe2,1
Tb6CoTe2,1
Bi3P3O14,0
TbZn2AsO2,1
Ho(CuS)3,1
LuHfF7,0
ZrNb4CN4,1
Mg(Ag2O3)2,1
NaIn2Pb,0
Cs4MgNb2(AgS4)2,1
Li4Cr3NiO8,1
HoCoC6(N3O2)2,0
SnPbF4,0
NbGe(PO4)3,0
AgBO2,0
Mn2FeGe5,0
Tm2(Al3Pd)3,1
YGaNi,1
HfTc2Mo,1
Ag3(AsO4)2,1
Tm(ClO4)3,0
SrLiGe2,1
Cs3V4Te2ClO14,0
CsB(CF4)2,0
As3Pb5ClO12,0
SrSmEuVO6,0
Fe2Co3Sb3O16,0
Mg3AlFe(SiO4)3,0
RbMgSbO3,0
Na2Mg5Zr3(SO4)12,0
Ba6Er2Ga4O15,0
PbCO3,0
HfBiRh,1
Ti(CoO3)2,1
BRu3,1
Pr(WO3)2,0
Ti2ZnO5,0
FePb2WO6,0
Sr2CrCu2O7,1
Gd(ReO5)3,0
Tm5Pt3,1
Na5Mn2P2(CO7)2,0
Ca8Mn3N8,1
Ti8S3,1
K3V2P2O8F3,0
KFe2(PO4)2,0
Tm(CuTe)3,0
Zn(BH4)2,0
CeHg3,1
TbZnRh,1
Li7Fe4NiO12,1
Mg14CoSi,1
SrTb2O4,0
UVO5,0
Li2Ni2H24C6(N4O5)3,0
Ca4SmB3O10,0
Li4Ti5Nb3O16,1
SrYMg30O32,0
Sm11(CoB)40,1
FeCuPO5,1
Na8BeAl4Si7(BrO12)2,0
Na14Si11Sn8SO48,0
Pr2Ge5Ru3,1
V3P4O15,0
Cs2I4O11,0
NdIn7Cu5,1
MgGe2,1
Cs3EuCl6,1
BaNa,0
Sb4O9,1
Na6U2Mo4O21,0
VPbF5,0
BaPb2IF5,0
Ag2Te4O11,0
Sn2(PCl8)3,1
YNbO4,0
Tm7Mg3Ge8,1
La6ZnCu,1
AgSO4,1
K2Zn(Si2O5)2,0
YCuO3,1
Zn3P2(HO2)4,0
K2NaScCl6,0
HoCuSi,1
CaY2(FeO2)4,0
Mn3Cr3(SbO8)2,0
MgVZn2WO6,0
LiMn2P2H5O11,0
MgMn2(AgO2)2,1
Lu2ReC2,1
Nb3Al2N,0
Al2OsPt,0
BaNiF4,0
KLaNbFeO6,0
Ce5Co19,1
CsMgCoF6,0
Ba2Ni(PO4)2,0
Rb3Sc2(AsO4)3,0
Co2As2O9,0
KCaF3,0
BaSrNdTlCu2O7,1
CeSbAu,1
BaPHO4,0
Na3Sc2Nb2SiP5O24,0
Ba3NaNd3(Si3O10)2,0
Na14Ca4Ti4Si7S5O48,0
Y4Rh,1
Ba3NiSb2O9,1
Sr3P14,0
ErAl7Au3,1
Li2HoIn,1
Na18Mg20Nb4Si3(S11O48)3,0
Mn13Si2(SbO14)2,1
V2P3O10,0
Cu25Se26,1
Li4V5(P3O11)2,0
K4Mo2H6S2O9,0
RbAlNiF6,0
Al2OsRh,1
TlIn2GaSe4,0
K2Sr3Mn2(P2O7)3,0
YCuAs2,1
ZnCoCu3Se4,1
RbMnCl3,0
Mn3FeN3,1
FeTe3O8,1
Li8Mn3Cr(PO4)6,0
Ag3TeIO4,0
Na4Ga3Si3ClO12,0
Er7Co6Sn23,1
H8CN5ClO3,0
ScHg,1
Ba2Zn2ClF7,0
Dy13Zn58,0
Th3In5,1
IF7,0
SrLa4TiCr4O15,0
Be2RhAu,1
CsLuS2,0
Hf8PbO24,1
Nd4Ni3O8,0
Al7(CN)3,1
NpFe3,1
Li3NbV2O6,0
K3Sn4Au,0
LaNdN2,0
Nb3Te4ClO15,0
ZnCu2Sn(SeS)2,1
Na4Cr2As(CO4)4,1
Eu2MgS4,1
K2Te(IO6)2,1
La4B4Cl5,1
Na4Nb3InSi4(PO12)2,0
VZnO2,1
Eu2Cu2O5,1
Sr(ZnAs)2,0
MnNi,1
Ag6Ge2O7,0
Nd2ScNbO7,0
CaCr2F12,0
CsTiCuOF5,1
HfCuAu2,0
CaTb3,1
RbLiMnP3HO10,0
Li4Mn3CuO8,1
Hg4I7,1
Hg2Sb7H2Xe3F59,0
Rb2MgCr2O14,0
Li3FeO3,1
LiZnPO4,0
NiSe2,1
Tc3Os,1
Li4CrP6(H4O11)2,0
MgPa3,1
LiEuGe2,1
Ba6Mn4Co2ClO16,0
Zr2ScTc,1
VGaFe2,1
Ti3O4,1
Nb6AlSb,1
Li2TiVO4,1
Li2Cr2P2O7F2,0
LuSn2,1
Rb3NdCl6,0
Eu2Sn,1
Gd2Fe14B,1
Tm(FeSi)2,1
Gd3CuSiSe7,0
Na3Mg2In2PS5O24,0
Pr(NiO3)2,1
NaYZrSi(SO6)2,0
Zn2FeSbO6,0
LiMn3(P3O10)2,0
VOF,0
Tm5Pb3,1
CaY4(BiO3)4,0
MgFe4(O3F)2,0
SiW3,1
Ce3Pm,1
WSe2,0
KSnO2,0
HoVB4,1
CrAuO2,0
Ho3Os,1
Ni4CN4,1
Sc4MnSi7,1
HfNi2Sn,1
Na4Ca2La2SiS5O24,0
NdZr3Mn8,1
BaCuAs,1
K2NaGaBr6,0
Sr2AlCu2NiO7,1
Np(Al2Fe)4,1
TmInNi,1
KH13C4(NO)2,0
Cs3SbI6,0
Ta2Si(PO6)2,0
Na3Mn2P2(CO7)2,1
U(Mn2P)2,1
Dy2CuOs,1
La5Mg41,1
Pr2Ir2O7,1
Sr4Y2Fe2Cu4O15,1
Rb5(PO4)4,1
ZrAu3,1
K2FeH4(SO5)2,0
Nd2Si3Ag,1
Tb3Pd4,1
Na4NbIn3(PO4)6,0
Re3(PbSe3)2,0
InAg(WO4)2,0
Fe2Co4Ge2(CO)21,0
SrMg30CuO32,0
Cd4AsPI3,0
Sm2Ge2Ru,1
Mn3CuN,1
V2(Co7B2)3,1
CsTmCdTe3,0
Sr2(FeO2)3,0
Te2S4(NCl3)3,0
Pr3Ni,1
BaCaMg6,1
Cu(NO)3,1
Tm2AgAu,1
CaNb2Bi2O9,1
FeH9C4(NO2)3,0
MnZn2SbO6,0
LiNbNiO4,0
CaP3,0
Pm3Th,1
Na5AgGe2S7,0
Rb(GePt)4,1
ThSi2,1
POsSe,0
PrPt2,1
Ce(Al4Fe)2,1
TaPNCl7,0
Li2V2CoO6,0
CrGaTe,1
Na2Sc4Ti4Si3(S3O16)3,0
Sr2HfFeO6,1
TmFeCu,1
NbTlTeO6,0
LiPmGa2,1
LuNiGe2,1
ScNbOs2,1
MnPNO5,0
BeAsO5,1
Bi2Pd,1
Na4HfZn3P2(SO6)4,0
V4O3F5,0
KGa(PO3)4,0
Zr6CI12,0
TeC2S2(BrN2)2,1
Nd2USe5,0
CuMoO4,1
BaSrPrWO6,1
Na2AlInSi(SO6)2,0
Li2SnH14Se3O7,0
CaTiF5,0
Na2BeH4,0
BaTi4Bi4O15,0
Cs2GaAgCl6,0
K2TaCuBr6,1
Y2AgHg,1
TmNiAs,1
LiH8C4O5F9,0
NaMnO4,0
KBaPO4,0
Na6CoO4,0
Zn2Sb2O5,0
PPbW,1
P6N7ClO19,0
Sr2TmCu2(BiO4)2,1
Ba2Mg3Tl2(SnO3)4,1
K2Na2Gd4Nb2O13,0
Hf2CoCu,0
Sm2MgSi2,1
Nb3In(PO4)6,0
Gd2HgO4,0
La3Ir3O11,1
CeTh2S3,1
GeTe4Pb3,0
K6Rh2(C4O11)3,1
SrMg30NbO32,0
LiMn3OF8,0
VCoNiPd,1
MoPb5O8,0
Rb2Be3Ni2F12,0
Tm4Ge6Ir7,1
Sm(SiRh)2,1
Pd17Se15,1
Ba2ZnO6,1
Na4CaGa(PO4)3,0
Na7Y2Hf2Si3(PO8)3,0
La2CuO4,1
Ho2CuSb3,0
SrCeN2,0
Tc3H,1
La15Mn16O48,1
HfZn2,1
TbTe3,1
HfPbS3,0
VCo3AsO8,1
Li6Fe(SiO4)2,0
Ba2SmPaO6,0
CsSm(WO4)2,0
B3H12N,0
HfGeTe,1
NaMg14Co,1
CeS,1
Sm(ClO4)3,0
LaMg6Sb,1
Na2CuCSO7,0
PuHgAu2,1
CaLaAl4,1
K2GaP2,0
Eu3MoO7,1
Ca(CrN)2,1
Tm4Mo4O11,0
Na3Tc,1
EuMg2,1
UFeS3,1
Li2V(PO3)4,0
Na3VAsCO7,0
CaMg2MnFe2(P2O13)2,0
Mn5(GeN3)2,1
Li2TlPt,1
RbGd2CuSe4,0
SmCuGe,1
BaSmFeCuO5,1
Sr(FeAs)2,1
Eu3Si4,1
Li3CoNi3O8,0
CaLaFeWO6,0
Eu2MgSn,1
Li2V2P7HO24,0
LuCoGe2,1
Na2Ti4O9,0
LiTiSi3O8,0
Ni(SbO3)2,1
VH5Se2NO7,0
Li3SbN3(O3F)3,0
Li6VFe5O12,0
TiV2W,1
K(Zr3Te4)4,1
TmRh,1
Sr2ErGaCu2O7,1
Na5Y2Ta2Si3(PO8)3,0
Pu2B6Os,1
Li3Ti(NiO2)4,1
Sm2Mn2O7,0
VXe2F17,0
KN3O4,0
SrFeBi2O5,1
CoSiMo,1
Na3YC2(O3F)2,0
NdAlGa,1
Hf5MnSb2,1
Y5Sb3F,1
Ni2Mo4N,1
CsV3O8,0
Sr2Rh,1
K2YAuBr6,0
TlV2Cr3S8,1
Mn4Si3Ni5,1
Li2Ti3Ni(PO4)6,0
Ce(FeP)2,1
MgMn(SiO3)2,0
AgP15,0
Co10Ge3O16,0
Cd2PbO4,1
Sr3Ta5O15,1
WSBr4,0
Rb(WO3)2,1
FeNi2BO5,0
RbSnN,0
Na14Cu2O9,1
Na5Y3Si3Ge(SO8)3,0
Cs2KInCl6,0
Ba2Lu(CuO2)3,1
Ca2BiSbO6,0
K2Tc9O27F11,0
LiCaSn,1
Ba2CaCu2MoO8,1
K2W3O10,0
LaCd2,1
Cu4(PO4)3,1
MnPd,1
SrLi2Ca,0
AlAsPt5,1
KInH8(CO3)4,0
CaZn(GeO3)2,0
HoPRu2C,1
Tb(Ni2P)2,1
Rb4Sn21Hg2,0
ZrS4(N2Cl3)2,0
LiBiRh2,1
Li3FeO4,1
Li2CrPO4F,0
Sr10Fe10O29,1
BaCaSmNbO6,0
Li3VS4,0
Te3WO12,0
Mg2PbN2,0
Li2InP2HO8,0
CaF,1
MgVCl2O,0
NaEu(WO3)2,1
TlCu7Se4,0
TmMoC2,1
TiMn2Si,1
Ba2ZnFe2F14,0
NaHg2IO2,0
Na2TmPCO7,0
Lu5Tl3,1
Rb2U3P4H4O19,0
Li4NbCr(WO6)2,0
NiPtF6,0
YSi2Rh3,1
Rb2RuAuF6,1
EuC2(SN)2,1
Li13Zn11Ge12,1
Te2WCl6,1
Cr2XeF10,0
Mg2VP3O11,0
Ce4Cu5Sb8,1
BaNiP2O7,0
Be12V,1
DyFeNi,1
ErNiSn2,1
CaZr(SiO3)6,1
Cs3Ca,1
Sr2Cu2SbO7,1
La5(BN3)2,1
MnV2O7,0
Ca(LaS2)2,0
Sr3Ca5Mn7FeO24,1
HSO3F,0
Ni3Te,1
Ti13Si31Ni40,0
NaCoO2,0
NpNi2,1
Ba4Cu3MoO12,1
BaMnO3,1
V12Ga(GeS12)2,1
Co3C2(SeO5)2,0
NaMg3O4,1
Ho5Bi2Pd,1
TbH3(CO2)3,0
Na6Al4Si3(SO8)3,0
DyZnGa,1
KZnP2H5O9,0
Na3ScTi3Si3(SO8)3,0
Na2Y3NbP4(SO12)2,0
Fe2PO5,1
ZrMo2O11,0
Na2Mn2Si2O7,0
Hf2AlSi,1
PrSc3(BO3)4,0
Ca(RhO2)2,0
Tb5Ge4,1
Ti3CuSn,1
Na14Al4In4Si7S5O48,0
MgTi2(PO4)2,0
Mg2BN2Cl,0
NaTb(SiO3)2,1
NaNbSi3Sn3(SO8)3,0
Eu2TlZn,1
Ba2MgMn2(P2O7)2,0
Pr12(OsC3)5,1
Nd2(Ga3Ru)3,1
Gd6Mo10O39,0
Tb2Al3Pt,1
Tl3Ga9S13O2,0
Sc2TlMo,1
TaSn2,1
Ba5Ru2ClO9,1
Ca2MnN3,1
BaIn(Cu3O4)2,1
Y2Fe17N3,1
Y13Tm3O24,0
Be3B3P6N3O25,0
Cd3C,0
ThV2PbO8,0
Rb2AgMoBr6,0
BiF5,0
Ba2Mn2AlTlO7,1
Pr(TiAl10)2,1
Ba(RuN2)2,1
H17RuN6Cl3O2,0
AsH3,1
B2TeO5,0
KIn7S8,0
Pr3(GeRu)2,1
Pu2Si4Mo3,1
NbFe3(PO4)6,1
Ba3Ti(FeO4)2,0
ReN2(OF2)4,0
Bi6Cl3O7F,0
Ba2AlNi3O7,1
Ba2InSbTe5,0
In2H6C5O11,0
H12PbC4S4(NO4)2,0
Mg14SnCO16,1
Li3V2P2O8F3,0
ErGeAu,1
GdSiPt2,1
ErMnO3,1
NaMgPH18O13,0
Lu2MgSe4,0
Rb3UF6,1
Sr3Sb3N5,0
MgU2(AsO8)2,1
GeSe2,0
LiGa(PO3)4,0
Cs4Mn(SbCl6)2,0
Ti2GaMo,0
Rb2MoS3O,0
Lu5(Co2Ge5)2,1
Ba2Cu(C3O8)2,0
Ba3MgIr2O9,1
MnH19C6I3N2,0
Pd34Se11,1
Ca(BH2)2,1
LaCuSb2,1
BaAg5,1
Rb2CeAgF6,1
MgZnH12(CO3)4,0
NpOsO3,1
Mn7CdO12,1
Na3MgGaSi(SO6)2,0
K3V3(AsO7)2,0
TcH2NO2,1
Gd(FeGe)2,1
Cu2PbO2,0
MgOs3,1
RbHg(NO2)3,1
Ba2Cr2F11,0
ThV2SeO9,0
MnCuAu2,0
CaCr2O4,0
Tl2VF6,1
K2(ReS2)3,0
NdLuO3,0
Ba3SrLu2(BiO6)2,0
K2LiSn4,0
Na10Ca3Ti5(PO4)12,0
SrLiAs,0
Fe(WO4)2,1
Ti2FeB6(Os2Rh)3,1
Sr3V2O7,0
Ge3Mo5N9,1
Li2TiP3O10,0
NaMnIO6,0
Ho2Re2Si2C,1
CsHg(NO2)3,1
Na2Mg3Zn2(Si2O5)6,0
Tm5Ge3C,1
NdGaGe2O7,0
TbAl3Ag,1
La2NiO3F2,0
Ca3SbAs,0
EuZnAu,1
