Formula,Is Metal
Dy2CuO4,True
Er3Np,True
Sr3GaO4F,False
BeGa3,True
CeSm,True
Na2HfZnP2SO12,False
La2PbS4,False
Tm2Fe15Si2,True
Ho2Zr2O7,False
CaDyMn4O12,True
Ba2LiMn2(P2O7)2,True
Th(SiPt)2,True
CaW5O7,True
Tb2MgCu(GeO3)4,True
Mg14ZnCuO16,True
Ba(H8O5)2,False
Cr3(OF)2,False
Li5Co2Cu3O10,True
CaFeP2O7,False
CsH4NF2,False
Sr5La3Mn8(O2F)8,True
Ca4Si6W3O19,False
La2Ge4Pd3Pt,True
KMg6CrO8,True
Th2P2S,True
KCeCuTe4,True
SrCa7Ti3Mn5O21,False
CeAl6Pd,True
LiSn(SO4)2,False
CeMg14Cu,True
Gd2AgAu,True
Ti6Ge5,True
Sc4Ir,True
YCdRh2,True
U4Co2S2O27,True
AgCl,False
Na3MgGaP2SO12,False
Sr2UNiO6,False
ZrSb,True
Nd3Er,True
Ba4Nd4Ti3Mn(Cu2O11)2,True
Na2Ni4Mo4(HO4)5,True
P2CN3Cl5,False
Ba3WO6,False
TmTiClO3,False
LiP3W2O13,False
La2VFeO6,True
MgCo4(P2O7)4,False
MgVPbO3,True
Y2Pt,True
Li2FeO3,True
Nd2MnFe3Si4,True
Ho5CuPb3,True
Li3H3N2,False
CeMg5Ru2,True
Ba2MgNb6(NO7)2,True
C7SeNF5,False
NaInGaP(SO6)2,False
Mg(Hg11N3)2,True
K2Si5BO12,True
MgFe3Co2Sb(PO4)6,False
Li3(FeS2)2,True
Na3ScZnP2SO12,False
K2VCuSe4,False
KAc3,True
MgTl2(SbO3)2,True
Rb2AlInBr6,False
PrN,False
MgTe2Mo2W(SeS)2,True
TlCdN3,True
NaMnP,True
InGa2N3,False
KCo4(PO4)3,False
Mg6TiVO8,True
GdMn2O5,False
Pr(LuS2)3,False
Li2TiCr(PO4)3,False
PrAl3Ni2,True
Ce3Ti6Fe23,True
BaNd2O4,False
NpSbPd2,True
AlP3(NCl3)3,False
PmIn3,True
Tb3TaO7,False
Fe3NiF6,True
Si2Ir,True
Y3B7W,True
Ba2V2FeHO9,False
BaP4O11,False
BaNaMg14,True
Ba(Mo3O5)2,False
YErTl2,True
CaAl6H12(SO7)4,False
YMg30CO32,True
CrMoW2,True
CeHfMg6,True
LiCa2Ag,False
Li3V3Cr2O10,False
Sc2HgPd,True
CuGePSe,True
Tl3(SO4)2,True
K3Fe5(PO4)6,False
Na21ZnS10Cl3O40,False
Te2Mo3WS6,True
Zr2CoNi,True
Mo2C8Br8N2O3,False
Al12Re,True
Ba12Na15Li8N6,True
NaMg30SiO32,False
Mn2Hg2SF6,True
Na6La4Y4Si3(S3O16)3,False
ThSe3,False
SrCaNi(PO4)2,False
Cs2RbCuF6,False
Tl3In5Se8,False
BaEu(GeO3)4,True
Sm4Br6O,True
Li2CrCuO4,True
Cs2SbBr6,True
Y2Mg3N4,False
ZrScTl2,True
Mg2Al5Cu6,True
LiTb(WO4)2,False
TiAlVC,True
LiSnPd2,True
CaP2O9,True
Pb2Br5N,True
Sr3P14,False
LiAl2Au,False
Li4Co3Ni3(PO4)6,True
Mn2Co3(PO5)4,False
CsMo2P2O11,False
La3Rh2,True
MgAg4(MoO4)2,False
UCrO9,False
Cs4PbO4,False
Li2Ag3F6,True
CaNd3Mn4O12,True
LiBi(BO3)2,False
Co8(BiO4)5,False
ScH13Cl2O7,False
Y5BiPt2,True
Mn2OF3,True
Sr3CuRhO6,True
Sb2F13,True
B36O5,False
LiVCuO4,False
K2U2Cr2H2O17,False
SrTiH4(OF3)2,False
Ca2Sb2O7,True
KBaMg14,True
Li3Th,True
CaPrZrCrO6,False
HfSiRu,True
BaBiBS4,False
HfVGe,True
AlAs2,True
Gd(CoSi)2,True
In3NO3,True
LaMgCu,True
Na2TiHgF6,False
CeTe,True
Li4Cr3GaO8,False
Na10Sc4Zn4Si3(S3O16)3,False
Sr3NbN3,False
Tb3Ru,True
MgPb2(WO4)2,False
Ba3(TiN2)2,True
Tb2ReC2,True
Ni3S4,True
Sr(AlCl4)2,False
Li3Sm3(TeO6)2,False
NdTi12(Bi5O16)3,False
V3(H3O5)2,False
CaEu(NiO3)4,True
W2O7,True
Sr4La2Mn3(IrO6)3,True
HoInO3,False
BMoC,True
Cs(Bi2Te3)2,False
CaBe(SiO4)3,True
MgVWS4,True
Li5V5(CoO6)2,False
HoCoSi,True
Mn3Co3(SnO8)2,True
Mg6AlCuO8,True
BaLi4O3,False
MgMnVP2(O4F)2,False
EuNiSnWO6,False
Li6Ti3P8O29,False
K8Al2O7,False
CuAs4S3Cl,False
Dy2TiO5,False
AlAgTe2,False
Rb2NaPrBr6,False
Tm3Sb5O12,False
ZnNi3P3O13,True
EuAl2,True
KLa(SO4)2,False
MnIn2(SeS)2,True
CaMn2O4,False
Na4V2P(CO4)4,True
Li2VFe(PO4)2,False
MgMn4(ZnS4)2,True
Li12Mn3CoP4(CO7)4,False
HfPdAu2,False
NaHoP2O7,False
TbAlGa,True
Na2SnO6,True
Cs3MnCl5,False
NiTeO4,False
Sm4MgTi2Mn2O12,False
TaSiRu2,True
Eu3Nb,True
Sr2ZnBi2,True
Eu2Si3Ni8,True
Sr7CaMn2(Fe3O10)2,True
Mo2Rh2C,True
ZnCrF5,False
BaSi2O9,False
CaCr2O7,False
CeTl2(PO3)5,False
KSnF3,False
Ti6Zn2C,True
Rb2AlAgBr6,False
Li3Mn4O8,False
Dy2Ga5Cu12,True
KSiSbO5,False
K2H3OsN2O7,False
Ti3V2P6WO24,False
B12S,False
CaZrSi2O7,False
Na2Ca2P2O7F2,False
Nd2InGe2,True
Ta4N5,True
Y2Mn2S2O5,True
Li6Cr3Ni(PO4)6,False
NdB2Rh3,True
Th2FeSi3,True
Mg2TeWO6,False
Ba2NdUO6,False
CsH7O4,False
Er2Ge5,True
Na7Sc2Si3Ge2(PO8)3,False
Li(FeS2)2,True
Ga3Sn3N5,False
Rb2VCuF6,True
Dy2CoSi2,True
Dy11S16,True
Tm2Ge3,True
Nd3SnN,True
Y2P7Rh12,True
K3Nb2S11,False
CsCNO,False
K2UF6,True
CsCa2Nb3O10,False
BaErFe4O7,True
CsMoN2,True
La2GeS5,False
V2PH8(NO4)2,False
BaTm2CuO5,True
K2LiAlH6,False
La2BiO5,False
Cu2P2O7,True
UAg2(SeO4)2,False
Co3SnC12ClO12,False
K5Tl3O,False
Na5CoO4,False
Mn2AlMo,False
Mg6NiBiO8,True
MnNi3O4,False
Hg2N,True
NaHfTi(PO4)3,False
Li4V5Cu3O16,True
Te4Mo3Se2,False
Na7Ti2Si5Ge2PO24,False
Tm,True
W3O8,True
SrMg30MnO32,False
PrB2Ir3,True
CsNdO3,True
EuGa3Ni2,True
Dy(SiPt)2,True
Sn2P3O10,False
Li3Cu4NiO8,True
La2P4O13,False
MnCdCu4(GeSe4)2,True
Ag2H21N7(ClO4)2,True
MgBe2Pt,False
Cr2As,True
KNa2Zn3(PO4)3,False
Ce2Al41Mo3,True
LiV4P7O24,False
KCdAu3(CN)6,False
I,True
Sr4SO3,False
La(AlGe)2,True
SrSmZrCrO6,False
MgMo3O8,False
Zr8MnCu2(PO4)12,False
YEr3Fe34,True
Ba2YTlW2O7,True
Ba3AlP3,False
Na14Ca4In4Si5S7O48,False
SnP2O9,True
K30Ga9As19,False
HgAsO3,False
LiMg2Hg,True
Sr3CdO4,False
Ca(BO5)2,False
Na2LiFe(Si2O5)3,False
KVPO5,False
ScVO4,False
Ba4Ho(RuO4)3,True
NdMg2,True
Er6Al3Si,False
CeSnIr,True
Ti3ZnO7,False
K3NaTi2(SiO4)3,False
ReSn2Se,True
Ca21(Zn18Ni)2,True
Rb2AgCl3,False
Er2Al,True
Zr6BI12,True
Li2MnCO4,False
Ca(TiS2)2,True
PNO3,False
Sm3Tl5,True
Ca(NdS2)2,False
LaPd5,True
Na4La2Hf2Si3(SO8)3,False
Na4Ca3ZrP2(SO6)4,False
Dy5P12Ru19,True
Co(C2O3)2,False
Mn3(AsO4)4,False
TlMo6O17,True
LiCr(PO3)5,False
Na12Mg5Ta(PO4)9,False
TeI2,False
CeY,True
HoAsSe,False
Cr2CuS4,True
Sr4Cl6O,False
SrC7N10,False
LiSb3TeClO6,False
Zn3CdGa2(AgS4)2,False
Si7PbN10,False
LiMg30TiO32,False
YHoZn2,True
Si2H2O5,False
Tm3Ga8Ir3,True
SmBeCu4,True
Sr2YVCu2O7,True
Ta2MoOs,True
Cu2(ReSe2)3,False
Li7Mn(O2F)2,False
ScCoO3,True
HgHC3NCl3,False
La2MnGaO6,False
Dy5Ga3,True
KNaCaCo5(SiO3)8,False
LiV5O7F,False
Sr2CaCu2(BiO5)2,True
Eu2ZrSnO6,False
CePO4,True
CsAu(SO4)2,False
MgSn3,True
Cr4Si2Br2O7,False
Lu(MnAl)6,True
Li3NiPCO7,False
Li2Zr2O5,False
Sr2MgCu(ClO)2,False
CrCl3,True
Cs3SbSe4,False
CdGaCu3Se4,True
K2Te2W3O5,False
USiS,True
EuI2,False
SrLu2O4,False
ScInRh2,True
KCrSnS4,False
Na4Cr2H6O11,False
H2C(NO)2,False
NbO,True
In2Hg6(PCl3)3,False
Na2CoHgF6,True
Li2MnNi3O8,True
YGa2,True
V3Pb5O12F,False
MgSeO3,False
RbHoO3,True
Li4Mn3V5O16,False
ScSiRu,True
Mg16Al12Hg,True
CrFeO4,False
B2OsW2,True
Cs2KAsBr6,False
CaSiPt,True
SrZrSi2O7,False
Cs2BiAuBr6,False
MgMn5O8,False
K2RbGdMgV2O8,False
Ba3(CoN2)2,True
Li2H32Pt(C6O)2,False
Sb3RhPb4O13,False
Mg6MnMo,True
Rb4P21I,False
V4ZnO10,False
WNCl3,False
LiV(PO3)4,False
CdPd3,True
CaAl2Si2(H2O5)2,False
Na3SrTa4O12,True
Ba4RuN4,True
ScCrC2,True
LiPr(SO4)2,False
BaGaBO3F2,False
YMg14B,True
Cu3P2NO6,True
Li3V2Cr2O8,False
CsAgO,False
V6AgO15,False
Zn3Fe2O7,True
ZrN2,True
Li4Ti5Cr3O16,True
Al3Te3I,False
K11Li4Ta15O45,False
Sr2Sm2TlNi2O9,True
Na5Ti3F14,True
MgTiPd2,True
Ti3(HO2)2,True
Li10Sn(PSe6)2,False
Rb2Zn2(MoO4)3,False
LiVF3,False
EuInAg2,True
Sm3ZrSb5,True
Mg(IO3)2,False
Ca3Pb3I14,True
Na2Al4Si3Sn4(S3O16)3,False
LiP(WO4)2,False
Sr2LaCl7,False
TlGaBr4,False
EuP,True
HoBPd3,True
HgCl,False
RbMg30SbO32,False
Ce2C2Cl,True
Sr4Zr3O10,False
ErN7O15,True
MgInPt2,False
MnZnP2O7,False
CsEu3,True
HfTl8(MoO4)6,False
Ce4Al23Ni6,True
HfTe3O8,False
In2(PSe3)3,False
NpOs2,True
Mg13Ir3,True
YH3(SO4)3,False
CsK3,True
Na6Mg2Si3Sn2(SO8)3,False
KNa2MoF6,False
LiNb(BO3)2,False
Li6V(SiO4)2,False
Eu2NbWO6,True
LaB3F12,False
Y2V2O7,True
Mn3SnO8,False
Ce2Re2Si2C,True
Ca8Al3(FeO4)5,False
MgCr(CoO3)2,False
Dy2H4(SO4)3,False
Li2MgPb,True
V3Cu2Te(PO4)6,False
Cd(BH4)2,False
CsMo3Br3Cl4,False
NaSbMoO5,False
BaCr(Si2O5)2,False
Ni9Te5(PbO5)6,False
BaPa3,True
Ta2N3F,True
Mg2IrPt,True
ZrBO3,True
Ca(NiO2)2,False
Dy6Mg(Sb5O12)2,False
Mn7(Si2Mo)4,True
Cs2Zr(AgTe2)2,False
BaSrNdSbO6,False
UMo4PbO16,False
LiMn4(PO4)3,False
MoCl4,True
Al5CuS8,False
K2Mg2(MoO4)3,False
Na(Nb3Te4)2,True
AcHgAu2,True
Ba2LaMn2O7,True
Rb3MnBr5,False
LaGa2Pt3,True
VNi3(PO4)4,False
HfHg4(AsCl3)2,False
SnRh3,True
KEuHfSnO6,True
Cs2InBiI6,False
Pr7CoI12,False
Cs2ZrI6,False
YP5,False
Li2Fe(PO3)8,True
Cs2TlCuBr6,True
Tb6InCo2,True
U3Sn7,True
Dy(FeSn)6,True
CaHfO3,False
Y2Ga3Cu,True
CaAl2Si2(ClO4)2,True
MgTi2Tl2W2(O5F)2,False
CaLaGa2,True
LiV2F7,False
Ge3F8,False
DyTiGe,True
Zr(Al2Fe)4,True
Na3TaSi3SnO12,False
Zr3Te2,True
Ti11O14,True
YP4NO12,True
LuGa5Co,True
Fe6Ni9S20,True
Li4Nb(TeO4)3,True
LiEu2Hg,True
CaMg5P3CO16,False
Ho2CuPd,True
LiPtF6,True
ZrPbO3,False
Y6TeO12,False
Ga9Rh2,True
CsB5(H2O3)4,False
Ce(Al4Fe)2,True
Na2LuPCO7,False
CrB2(PbO2)6,False
SrMg14Zr,True
HfC,False
Li2V2CrO6,True
Ba2LiMg,True
Sr2ZnCu2(SO)2,False
ErSiRh2,True
Dy3Mg2TiS8,True
Be2CoRu,True
TiGa3,True
K2RbNdI6,False
CsLaMgNb2O7,True
Na14Al4O13,False
Sr2YCoO6,True
Bi6N5O26,True
RbSm(MoO4)2,False
NaHf2Ge2P5SO24,False
ZrMo,True
Pd3PbC,True
Dy3AlNiS7,True
Mn5H8S3O16,False
Na4Mg(BiO3)2,False
KUN3O11,False
Zr(PbO3)2,False
Na2TlAgF6,False
BaH2(S2O3)2,False
V3FeO8,False
Mg30MnFeO32,False
Mg6CuSb,True
Mn3Sb(PO4)4,False
Ca2Zn3Ag,True
HfMg14NbO16,True
Cu3(CO4)2,True
HfZnO3,True
TiS,True
Ta2CrNO5,False
Al2Si2PbO8,False
Tb3NbO7,False
LiSbF6,False
NbRu,True
Na7Mg3Nb(PO4)6,False
SrP2(HO)4,False
Zn(SnO2)2,True
Ti15NbO32,True
GaAs(H2O3)2,False
Ca5B3O9F,False
Sr4Sb2O,False
Pb2O3,True
Li7Ti11O24,True
TaInRu2,True
Li7Mn2N3,True
ZrGeRu,True
BaBi12Mo4WO34,False
Na2MgSi2Ge3(SO6)4,False
HoMgRh2,True
MgAlVS4,True
GdNbO4,False
U2SnRu2,True
MgNbCo2,True
ScTaO4,False
Li4SbS4,True
Ta3(Se4Br3)2,True
LiCu3(SiO3)2,False
NaIn(C2O5)2,True
Mg5Tl2,True
SrAg,True
SrHfMg14,True
Sm3OsO7,True
YTe(WO4)2,False
Sr2CoCu2O7,True
Li2Ti3CoO8,False
Li3P7,False
LiCdSb,True
Sr2NbInO6,False
Li4Ti3V3(CoO8)2,False
Na7Al2Si3Ge2(PO8)3,False
Ba(TeO3)2,False
K2CuAuCl6,True
W17O47,True
Al24Zn3O40,True
Ba2MnWO6,False
K4(NiO2)3,False
Na4MgTi2(GeO5)2,True
Li2Ni3BiO8,False
U3O8,True
NaYNb3SiP5O24,False
ZrMnP,True
Na2Ti2Zn2SiS5O24,False
Dy10Al4Ge11,True
Zn11Ni2,True
Zn5CuN4,True
Ba3Sm,True
Mg2CrWO6,False
W3N4,True
ErRe2SiC,True
CsMg12Al25Si29O108,False
CaYIn2,True
FeAgS2,True
La(Ga4Fe)2,True
Tm2(Ni5B3)3,True
Zn3Co3(AsO4)4,False
Li3Sb2(PO4)3,False
Na10Zn6Si3Ge2(S3O16)3,False
Na4Ni7(PO4)6,False
Li4(CoO2)9,True
Sm2NiGe3,True
NaLa2Hf2P3(SO8)3,False
Lu2Sn2O7,False
CsRe6S8Br3,False
RbSO3,False
CoAs,True
FeH10S2NO11,False
RuClF8,False
Tb5Ga3,True
In3Au7,True
Li7Mn7P6(O8F)3,False
Cs2LiTlF6,False
Eu(AsRh)2,True
KSbF6,False
Pa3Ta,True
AlCo(WO4)2,False
La4ZnCu2MoO12,False
FeRh3,True
Cr(FeO2)3,False
Zr9V4S,True
Nd2SbO2,True
H8C2SeS2(BrN2)2,False
MgNiS2,True
Te4MoW3S4,False
CeMg6BO8,True
KAu5,True
LiTb2(PO4)2,False
Fe(CO)5,False
Sr2GdVO6,False
NaMnH3(CO2)3,False
V2NiP2H6O13,False
Na3Li3Co2F12,False
SrCaGdNbO6,False
Na2Zr4Al4Si3(S3O16)3,False
RbSmSe2,False
CeSbPd,True
Pr3Co29(Si2B5)2,False
CrPO10,True
Y2CdIr,True
MgNb3O7F,True
CuHg(SeO3)2,False
NpB2C,True
Co2C2O7,False
K3Cr4PO16,False
MnBP(HO3)2,False
CeBRh3,True
Np3Al,True
VCu(PS3)2,True
Ti16CuS32,True
KMg14Nb,True
Sr3(RuN2)2,True
Nb11S12,True
RbBiF4,False
CuH10(CO4)2,True
YHf2Pb,True
ZnH10C4N6(ClO2)2,False
TiP2(HO4)2,False
Li4Mn3CrCo2(PO4)6,False
FeS4N4Cl5,False
UBrN,True
Zr3AlCo8,True
Ba(MoN2)2,True
MgV2(AuS2)2,True
NdP3(HO2)6,False
K2U2WO10,False
Lu2MgW2(ClO4)2,False
Na10Y4Nb4Si9(SO16)3,False
MoPt2Br,True
Ce4C2Br5,True
Li12Mg3Si4,True
Na4Nb9(P2O13)3,True
ScP2H5O9,False
V3F10,True
FePO6,False
Zn(GaNi)3,True
Sm3Ta17O47,False
Bi16O25,True
Li4Ti5Mn4O18,False
Pr8Ga3Co,True
NaMgSO4F,False
BaCaCeFeO6,True
Tm2CuPt,True
CeP5,True
Rb3Pr3(PS4)4,False
Li2TiPCO7,False
Cs2InAuCl6,True
Zn7(SbO6)2,False
Ba2NaIn,True
TbAsS,False
Ba2PrMg(CuO2)4,True
C9Cl,False
Pr3(Al3Ru)4,True
Na6Ta8Zn4Si9(SO8)9,False
PuTe3,True
Ba3Fe4P8PbO28,False
CrH18(O3F)3,False
BaY2CuO5,True
AgH8C4S3(OF)3,False
Rb5In(MoO4)4,False
NaU2Cl6,True
WF5,False
TiVO4,True
Gd2CdS4,False
SiCl2O,False
Na4NpO5,False
K3LuCl6,False
Na4ZnGe3(PO4)6,False
CsMn(PO3)4,False
AlNi(WO4)2,False
Na2Mo2O5,False
Ba3(NaSb2)2,False
SrMg6SiO8,True
CsMoH2C2SO7,False
BaSrMg(FeO2)4,False
CsGe,False
Li6Sn3P8O29,False
LiI,False
K2B6H2O11,False
SnTe4Pb3,False
LiTl3,True
Er2MgTl2(WO4)4,False
Eu2Y2O5,True
TiMnGe,True
Sr6Ca2Mn3(FeO4)5,True
CsScAs2(HO4)2,False
ErAgGe,True
Al6Ru,True
CaSn2O5,False
Ba2MnNiClF7,False
Na3Cd4P6H10(ClO8)3,False
Mn2Cu5P4(HO9)2,False
BaYMn2O6,True
Dy(PO3)3,False
SbH(OF3)2,False
YSiPt,True
LaZnIn,True
Ba2CaCuSn2F14,True
Hf2Se3,True
SrCaBiSbO6,False
HfSiNi,True
Li4Fe3CoO8,False
Zr4BN3,True
Ni3(P2O7)2,True
Na18Ta4Zn8Si9(SO8)9,False
CuH5C6SO,False
Na3ScTiSi(PO6)2,False
SrMg14Ti,True
Er3Tm,True
As2Ir,False
Sr3(LiSb)4,True
Na2P2H4N2O5,False
Rb2NiH12(SeO7)2,False
MgIO12,False
ZrI3,False
V3Bi2(PO4)6,False
Co9O13,True
Eu2Hf2O7,True
Er2InNi2,True
K3Sb2N2O6F7,False
Tl,True
Gd3(SiNi3)2,True
Ta2OsW,True
TlV3(SeO6)2,False
Na2H4RuC5(N2O)3,False
Na12NbZn5(PO4)9,False
LiYO2,False
LaGdC4,True
Te7RuI6,False
HoSiRu2C,True
TbZr6(PO4)9,False
Lu3Si13Ir4,True
NaSrTl2,True
CuH5C3NO4,False
Ca3SiH30CSO25,False
KRb5Zn4Sn5S17,False
SbClO,False
Ca5V3O12F,False
LiV2(OF)3,False
Ba2MnV2HO9,False
KCu4AsS4,False
CaSbPd2,True
Na2SmCuCl6,False
Al5(CuO4)3,True
P4Pb3O13,False
LiCo3O4,True
NdCuSi,True
Sr2CuO3,True
LiLa2Co2Sb2(PbO6)2,True
MgCo2(NiO2)4,False
UCuNiGe2,True
UV2,True
NaTi3F10,True
Li2MgTl,True
Zr2P2SO12,False
RbVGa(PO5)2,False
Ti2Al2O7,False
Re3H,True
Cr2H28C10N6O7,False
NaEuF4,False
K2InAuI6,True
Li2TlZn,False
Sr3MoN4,False
Ba2CoWO6,True
CS(NO)2,True
NbWNO6,True
ErPS,False
Pr3Nb,True
KNa3Al4(GeO4)4,False
Sr3LaNb3O12,False
CrH14N4Cl3O,False
TaBi3O7,False
MgFeSiO4,False
AgO,True
K3In2As3,False
WNCl6,False
Na2SbAsCO7,False
Sr2ZnPt,True
KCa9Mn(PO4)7,False
HoB4W,False
La2PbF8,False
Y8Cu3(SiS7)3,True
NpN,True
La4MgCo,True
RbZrF5,False
RbLiMg6,True
Cd5Te4S,False
Ti2NbAl,True
Li2AgF3,False
K6Na15Tl18H,False
BaSm2CoO5,False
KNpCuS3,True
InOF,False
K3P6N11,False
Nd4Ag2Se7,False
CaCo2O5,False
GdGa,True
FeMo3As4,True
LiMnSiO4,False
Na6Y2Nb2Si5SO24,False
TiSiO4,False
Li9Cr3(WO4)7,True
TbMgAg,True
Nd3Br,True
AgMoH4S4N,False
Li2Cr3SnO8,False
NaAsSe2,True
Hg6S4Br3Cl,False
BaGePt,True
GdMn3,True
PrPaO4,False
Li4Cr3NiO8,True
TbCdRh2,True
GdAg2,True
MoWS4,False
Ni2SnP,True
Na5ZrSc3(PO4)6,False
BaMg14Si,True
Cs2Zr(Si2O5)3,False
K2LiMoI6,False
RbNd2I5,True
Ba2SnTe5,True
Ba3Mn2RuO9,False
YMg6Sb,True
LaCu3Ni2,True
TiInCu2,True
Zn(CdN)2,True
Ca(CoO2)4,True
Sr2PrF6,True
LiTiP2O7,False
Li3Co3SbO8,True
NaB6S4(Br3O4)2,False
Al(SiO3)2,True
AlCoNi6,True
BaSrCeBiO6,True
Ag3Au,True
SrMgMnO3,True
Ba2NbCu2Pb2ClO8,False
BaMnInWO6,True
CaMg14CO16,False
K2Be3Zn2F12,False
MgH16(IO8)2,False
Mn2Ni3Sb(PO4)6,True
Rb2PdCl6,False
MgMn5Cr2O12,False
HgAs2Xe5F22,False
Re3Ru,True
PW3O11,True
Hf9Re4S,True
Li3CuB3O7,False
Rh2O3,False
Sr3Mg(FeO3)2,False
Be3Fe4Si3SO12,True
Hf9B2W3,True
KPrSiSe4,False
Na3Nd(AsO4)2,False
UTi,True
YIn5Co,True
CsSbH4O5,False
Tb(MnGe)6,True
K3SbSe4,False
Er4MgZr4O14,True
Rb2NbCuS2,True
CuTeO4,True
Ba2SmFeO6,True
Ir(Br3O)2,True
Na6CaSi6Sn7(SO8)6,False
Li6B4O9,False
La10Al5Br4,True
Hf3NiF6,True
SrVZn(PO4)2,False
Dy2IrAu,True
MgSbRhO4,True
NiCl6,True
SrEuGdSbO6,False
Li2HClO,False
Mg30VNiO32,False
Rb2NaCeF6,False
Fe3W3N,True
Ni(IN)2,True
NaTbS2,False
Zr5Pb3,True
U4Ga20Pd11,True
Y2AlCo3,True
Li2Si2NiO6,False
GdAl3(PbO4)2,False
NaCuSO4F,False
K3Zr6BeCl15,False
MgCo2NiO6,False
Na3NO4,False
Sr(NO5)2,False
LiNiS2,True
MgP2H10(NO4)2,False
TbOF,False
WN2(OF4)2,False
CeSb3,True
K8MgCo2(Mo4O15)2,False
Na8In2Si5Sn2SO24,False
CaNiP2O7,False
RbIO3,False
Li7Si2(NiO4)3,True
KEuH2S2O9,False
ZrCoNi,True
Rb2Nd2Mg(WO4)4,False
HoFe6(Sn2Ge)2,True
MnCo(PO4)2,False
TlBi(SO4)2,False
La18Ni12O41,True
K3SbO4,False
NaAlInP(SO6)2,False
Li2Co3TeO8,False
SrO4,False
MgCr4Hg4(H2O9)2,False
Ba3(BO3)2,False
Rb2Cr2O5,True
Na9Ta2Zn10P3(S5O24)3,False
Ti3Cr2Ni(PO4)6,True
Zr4Te3N2,True
LiMoH6NO5,False
MnAgO2,True
P3W2N2(Cl5O)3,False
CrCuB,True
Ca4Fe9O17,False
La2FeCoO6,True
LaMg3,True
C3NCl,False
YMg6FeO8,True
ZnPH3O5,False
NiMoP,True
Dy(CoGe)6,True
Gd2B6Os,True
Ca2ZnCd,False
KMo3(PO7)2,False
V8O,True
GaPO4,False
RbAlAs2O7,False
KMnIO6,False
Sm3Tm,True
LaV3O9,False
La3Ni7P5,True
Ge4PbO9,False
Mg14FeCo,True
NaO2,True
TmWC2,True
Tb6O11,False
NdSF,False
Na2Mo(HO2)2,False
Gd6CoBr10,True
Ho3Th,True
BaMg14V,True
NaLaMgWO6,False
ErCo5Si3,True
Mg4Al9Cu(SiO4)9,False
Be2Nb,True
Sm4Si9Ni7,True
Al2P3(HO3)3,False
LiAlSiO4,False
MgPb3,True
Ba19Na29Li13,False
GdCdRh2,True
Th2Br5,True
Mg3BO6,True
La4(TmS2)11,True
La2CrMoO6,True
NbCo3,True
SmEu(CoO3)2,True
SmLuZn2,True
Fe4OF8,False
SmI3,False
BaAl3(PO7)2,False
KCoAs3F18,False
MgV2(FeO4)2,False
MoSF4,False
K2Zr(PO4)2,False
Tm3Th,True
Lu3Bi(Ru2O7)2,True
HS8N,False
MgMnCo5O12,False
U3Pa,True
Ti7S12,True
Eu2Se3,True
Ta2CoO6,False
BaLa2O4,False
LiU4As3O20,False
Rb3(Cr5Te8)4,True
MgGaAu2,False
Cs3MgH5,False
LiSn5Rh3,True
NiH4SeO5,False
LiLaMg30O32,False
Cu3AsF12,True
CaSmAlO4,False
Ce(SiPt)2,True
Sr10IrN8,False
Li2AlVO4,False
GaSeBr7,False
SmCuPb,True
Pr3InC,True
Fe3PtN,True
Sr3Fe2O5,True
Cr6O11,True
PmPr,True
LiCdAs,True
UMnO4,False
ThB4,True
TmBH4,True
TmCdCu4,True
Na2BrClO6,False
FeSb3Pb4O13,False
CaLaAl3O7,False
Li2V3(P2O7)2,False
TmInO3,False
Y2Hf2O7,False
Sm2TlZn,True
Na7Hf3Ta(SiO4)6,False
Gd5AgSe8,False
BaYAgSe3,False
Na3SbS3,False
RbFeSe2O7,True
Ca2PdPt,False
Sr(Si3N4)2,False
Sr4Ca4Fe3(CoO4)5,True
Ce10Y22O53,False
K6U5As2O23,False
Mg5Sn,True
Sr2La2MnZnO8,True
MgAlF5,False
UBCO5,True
LiFeB2O5,False
Ca2GaBiO6,True
Nd2TeS2,False
Cd3In,True
La2NbCrO6,True
Li2Sn(SO4)2,False
Fe4OF6,False
LiH6BrO7,False
ErNiB4,True
NaZr2SN2Cl,False
AlSb2(TeCl2)2,False
LiSnIr2,True
Al2(WO4)3,False
Ba7(BIr)12,True
Na6Mg5NbP3(SO6)6,False
ZnNi3,True
K6Cd4Sn3Se13,False
YLuCd2,True
ZrCoSi,True
K2LiNdCl6,False
Li2Bi(BO2)5,False
Mn3Sb(PO4)6,True
Ba6Tb2Al4O15,False
Sb2H8Pt(OF3)4,False
Ho2CuTc,True
U6Cu2Se13,True
Rb2LiGaF6,False
LuAl3(PbO4)2,False
DyNiSn4,True
NaCo2BiO6,False
LiMnBO3,False
LiCa2Zn,True
ErCuPbS3,False
Sr4Li2Si4N8O,False
ZnSb2O5,True
Cs2CuBrCl3,True
Li2VCrP2(HO5)2,False
Li3Ga14,True
Re3Sn,True
SbTePd,True
MnAu4,True
GdIn2Cu9,True
Pr5Si2Ge,True
Rb(WO3)3,True
BaAg2GeS4,False
Li3Ti2Fe3O10,False
Ba3Sb2,True
EuIn4Ni,True
LiCo2(SO4)3,False
NaMg6V,True
Pr3NbSb5,True
Ce,True
USnAu,True
Ta3Pb,True
VIn(SeO4)2,False
SrFeSn(PO4)3,True
Zn3Ni2(GeO4)3,False
La5Sm3Cr8O20,True
Li8Fe9CoO20,True
